力量コード  ###[education_code]###,力量名  ###[education_name]###,力量カテゴリーコード  ###[competence_category_code]###,力量カテゴリー,力量レベルパターンコード ###[competence_scale_code]###,もうすぐ有効期限切れ（有効期限の〇日前）  ###[notify_expiration_timing_date_before]###,メール通知  ###[notify_email]###,概要  ###[overview]###,URL  ###[urls]###,有効期限切れの表示  ###[expired_highlight]###,管理者への公開  ###[competence_publish_type]###,学習形態  ###[learning_form]###,提供者  ###[provider]###,カリキュラム  ###[curriculum]###,対象者  ###[target]###,場所  ###[place]###,費用  ###[cost]###,受講期間  ###[course_period]###,学習時間（時間）  ###[learning_hour]###,学習時間（分）  ###[learning_time]###,社外講師  ###[external_lecturer]###,使用プロジェクト,使用できるプロジェクト,使用力量マップ,有効期間の指定  ###[calculation_switch_type]###,有効期間の種類  ###[calculation_type]###,有効期間（年数）  ###[period_years]###,有効期間（月数）  ###[period_months]###,有効期間（暦月）  ###[specified_month]###,有効期間（日）  ###[date_type]###,有効期限の自動計算  ###[auto_calculation_enabled]###,有効期限の手動修正  ###[changeable_after_calculation]###,[育成計画の初期値]概要  ###[initial_value_training_plan_overview]###,[育成計画の初期値]目的  ###[initial_value_training_plan_purpose]###,[育成計画の初期値]開催場所  ###[initial_value_training_plan_venue]###,[育成計画の初期値]方法  ###[initial_value_training_plan_method]###,[育成計画の初期値]内部講師（メンバーコード）  ###[initial_value_training_plan_internal_lecturer_code]###,[育成計画の初期値]社外講師  ###[initial_value_training_plan_external_lecturer_name]###,[育成計画の初期値]所要時間（時間）  ###[initial_value_training_plan_required_time_hour]###,[育成計画の初期値]所要時間（分）  ###[initial_value_training_plan_required_time_minute]###,[育成計画の初期値]有効性評価の方法  ###[initial_value_training_plan_effectiveness_evaluation_method]###,[育成計画の初期値]有効性評価の結果  ###[initial_value_training_plan_effectiveness_evaluation_result]###,[育成計画の初期値]課題  ###[initial_value_training_plan_improvement]###,[育成計画の初期値]受講者による受講結果の編集  ###[initial_value_training_plan_edit_individual_record_by_attendees]###,[育成計画の初期値]他プロジェクトによる受講結果の編集  ###[initial_value_training_plan_edit_individual_record_by_other_projects]###
C0123a6,高圧電気取扱特別教育,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0123a7,有機溶剤業務特別教育,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0123a8,特定粉塵作業特別教育,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0123a9,移動式クレーン特別教育,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0123a10,ホイスト式クレーン特別教育,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0123a11,移動式クレーン特別教育,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0123a12,高所作業車運転（10m未満）,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0123a13,石綿取扱特別教育,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0123a14,フルハーネス型墜落制止器具特別教育,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0123a15,管理監督者用騒音教育,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0123a16,足場組立特別教育,C0123,全社共通力量＞資格＞特別教育,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,,,,,,0,,0,0,,"99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"02_加工課資格マップ , 02_製造部_資格マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01121-1,【新入社員】基礎研修,C01121,全社共通力量＞教育＞階層別研修＞新入社員研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,新入社員全員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01121-2,【新入社員】ビジネスマナー研修,C01121,全社共通力量＞教育＞階層別研修＞新入社員研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,新入社員全員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01121-3,【新入社員】コンプライアンス研修,C01121,全社共通力量＞教育＞階層別研修＞新入社員研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,新入社員全員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01121-4,【新入社員】ロジカルシンキング研修,C01121,全社共通力量＞教育＞階層別研修＞新入社員研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,新入社員全員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01121-5,【新入社員】現場研修,C01121,全社共通力量＞教育＞階層別研修＞新入社員研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,新入社員全員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01122-1,【2年目】ロジカルシンキング研修,C01122,全社共通力量＞教育＞階層別研修＞2年目研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,入社2年目社員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01122-2,【2年目】資料作成研修,C01122,全社共通力量＞教育＞階層別研修＞2年目研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,入社2年目社員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01122-3,【2年目】チームビルディング研修,C01122,全社共通力量＞教育＞階層別研修＞2年目研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,入社2年目社員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01122-4,【2年目】ファシリテーション研修,C01122,全社共通力量＞教育＞階層別研修＞2年目研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,入社2年目社員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01123-1,【中堅社員】課題解決研修,C01123,全社共通力量＞教育＞階層別研修＞5年目研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,係長,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01123-2,【中堅社員】リーダーシップ研修,C01123,全社共通力量＞教育＞階層別研修＞5年目研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,係長,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01123-3,【中堅社員】コミュニケーション研修,C01123,全社共通力量＞教育＞階層別研修＞5年目研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,係長,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01123-4,【中堅社員】業務改善研修,C01123,全社共通力量＞教育＞階層別研修＞5年目研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,係長,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01123-5,【中堅社員】後輩育成研修,C01123,全社共通力量＞教育＞階層別研修＞5年目研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,係長,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01124-1,【管理職】ハラスメント防止研修,C01124,全社共通力量＞教育＞階層別研修＞管理職研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,課長以上の管理職,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01124-2,【管理職】マネジメント研修,C01124,全社共通力量＞教育＞階層別研修＞管理職研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,課長以上の管理職,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01124-3,【管理職】コーチング研修,C01124,全社共通力量＞教育＞階層別研修＞管理職研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,課長以上の管理職,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01124-4,【管理職】リスクマネジメント研修,C01124,全社共通力量＞教育＞階層別研修＞管理職研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,課長以上の管理職,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01124-5,【管理職】経営数字力強化研修,C01124,全社共通力量＞教育＞階層別研修＞管理職研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,人事部,,課長以上の管理職,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0111-1,コンプライアンス研修,C0111,全社共通力量＞教育＞全社研修,EDUCATION_DEFAULT,90,通知する,不祥事防止や企業価値向上のために、コンプライアンスの重要性や違反のリスク、遵守すべき法令や企業規則の基本的な知識を学ぶ,https://www.skillnote.jp/,強調する,全メンバーに公開,動画研修,総務部,"1．ハラスメント
　・ハラスメントの種類
　・ハラスメント防止に向けて
2．情報セキュリティ
　・個人情報の取扱い
　・情報漏洩、ウイルス攻撃に対するリスク対策
　・SNS等での情報管理",全社員,-,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定する,期間を指定,1,0,,,自動計算しない,手動修正する,,,,,,,,,,,,,
C0111-2,情報セキュリティ研修,C0111,全社共通力量＞教育＞全社研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,動画研修,情報システム部,,全社員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0111-3,ISO9001研修,C0111,全社共通力量＞教育＞全社研修,EDUCATION_DEFAULT,90,通知する,,,強調する,全メンバーに公開,動画研修,品質保証部,,全社員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定する,期間を指定,1,0,,,自動計算しない,手動修正する,,,,,,,,,,,,,
C0111-4,ISO14001研修,C0111,全社共通力量＞教育＞全社研修,EDUCATION_DEFAULT,90,通知する,,,強調する,全メンバーに公開,動画研修,品質保証部,,全社員,第1会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定する,期間を指定,1,0,,,自動計算しない,手動修正する,,,,,,,,,,,,,
C01131-1,QC研修,C01131,全社共通力量＞教育＞職種別研修＞技術研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,品質保証部,,技術系社員,本社工場A会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01131-2,5S研修,C01131,全社共通力量＞教育＞職種別研修＞技術研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,品質保証部,,技術系社員,本社工場A会議室,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C01131-3,安全講習,C01131,全社共通力量＞教育＞職種別研修＞技術研修,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,集合研修,安全部,,技術系社員,本社工場,0,,1,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 品質保証部＿全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0114-1,【eラーニング】ロジカルシンキング　-基礎編-,C0114,全社共通力量＞教育＞eラーニング,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,eラーニング,,,,,0,,0,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0114-2,【eラーニング】ロジカルシンキング　-応用編-,C0114,全社共通力量＞教育＞eラーニング,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,eラーニング,,,,,0,,0,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0114-3,【eラーニング】ロジカルシンキング　-実践編-,C0114,全社共通力量＞教育＞eラーニング,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,eラーニング,,,,,0,,0,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0114-4,【eラーニング】ロジカルライティング　-基礎編-,C0114,全社共通力量＞教育＞eラーニング,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,eラーニング,,,,,0,,0,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0114-5,【eラーニング】ロジカルライティング　-応用編-,C0114,全社共通力量＞教育＞eラーニング,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,eラーニング,,,,,0,,0,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0114-6,【eラーニング】ロジカルライティング　-実践編-,C0114,全社共通力量＞教育＞eラーニング,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,eラーニング,,,,,0,,0,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0114-7,【eラーニング】キャリアデザイン,C0114,全社共通力量＞教育＞eラーニング,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,eラーニング,,,,,0,,0,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0114-8,【eラーニング】目標設定,C0114,全社共通力量＞教育＞eラーニング,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,eラーニング,,,,,0,,0,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0114-9,【eラーニング】タスク管理,C0114,全社共通力量＞教育＞eラーニング,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,eラーニング,,,,,0,,0,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
C0114-10,【eラーニング】TOEIC,C0114,全社共通力量＞教育＞eラーニング,EDUCATION_DEFAULT,0,通知しない,,,強調する,全メンバーに公開,eラーニング,,,,,0,,0,0,,"03_品質保証部 , 09_人事部 , 99 TEST , 31_B機器 , 30_A機器 , 01_製造部 , 06_設計部 , 13_筑波サービスセンタ",すべてのプロジェクトで使用可能,"04_加工課全社研修マップ , 06_設計部_全社研修マップ , 01_全社研修マップ , 04_製造部_全社研修マップ",指定しない,,,,,,,,,,,,,,,,,,,,
